idTeam,idPlayer,playerName,playerPosition,playerImage,category,value
4819,859999,Lisandro Martínez,D,https://api.sofascore.app/api/v1/player/859999/image,tactical,69
4819,859999,Lisandro Martínez,D,https://api.sofascore.app/api/v1/player/859999/image,defending,76
4819,859999,Lisandro Martínez,D,https://api.sofascore.app/api/v1/player/859999/image,creativity,45
4819,249399,Rodrigo de Paul,M,https://api.sofascore.app/api/v1/player/249399/image,attacking,63
4819,249399,Rodrigo de Paul,M,https://api.sofascore.app/api/v1/player/249399/image,technical,64
4819,249399,Rodrigo de Paul,M,https://api.sofascore.app/api/v1/player/249399/image,tactical,52
4819,249399,Rodrigo de Paul,M,https://api.sofascore.app/api/v1/player/249399/image,defending,41
4819,249399,Rodrigo de Paul,M,https://api.sofascore.app/api/v1/player/249399/image,creativity,75
4819,255389,Leandro Paredes,M,https://api.sofascore.app/api/v1/player/255389/image,attacking,58
4819,255389,Leandro Paredes,M,https://api.sofascore.app/api/v1/player/255389/image,technical,62
4819,255389,Leandro Paredes,M,https://api.sofascore.app/api/v1/player/255389/image,tactical,67
4819,255389,Leandro Paredes,M,https://api.sofascore.app/api/v1/player/255389/image,defending,55
4819,255389,Leandro Paredes,M,https://api.sofascore.app/api/v1/player/255389/image,creativity,66
4819,944656,Julián Álvarez,F,https://api.sofascore.app/api/v1/player/944656/image,attacking,75
4819,944656,Julián Álvarez,F,https://api.sofascore.app/api/v1/player/944656/image,technical,60
4819,944656,Julián Álvarez,F,https://api.sofascore.app/api/v1/player/944656/image,tactical,56
4819,944656,Julián Álvarez,F,https://api.sofascore.app/api/v1/player/944656/image,defending,32
4819,944656,Julián Álvarez,F,https://api.sofascore.app/api/v1/player/944656/image,creativity,68
4819,30027,Ángel Di María,M,https://api.sofascore.app/api/v1/player/30027/image,attacking,78
4819,30027,Ángel Di María,M,https://api.sofascore.app/api/v1/player/30027/image,technical,74
4819,30027,Ángel Di María,M,https://api.sofascore.app/api/v1/player/30027/image,tactical,49
4819,30027,Ángel Di María,M,https://api.sofascore.app/api/v1/player/30027/image,defending,30
4819,30027,Ángel Di María,M,https://api.sofascore.app/api/v1/player/30027/image,creativity,84
4819,158243,Nicolás Tagliafico,D,https://api.sofascore.app/api/v1/player/158243/image,attacking,41
4819,158243,Nicolás Tagliafico,D,https://api.sofascore.app/api/v1/player/158243/image,technical,42
4819,158243,Nicolás Tagliafico,D,https://api.sofascore.app/api/v1/player/158243/image,tactical,62
4819,158243,Nicolás Tagliafico,D,https://api.sofascore.app/api/v1/player/158243/image,defending,68
4819,158243,Nicolás Tagliafico,D,https://api.sofascore.app/api/v1/player/158243/image,creativity,49
4819,823984,Lautaro Martínez,F,https://api.sofascore.app/api/v1/player/823984/image,attacking,81
4819,823984,Lautaro Martínez,F,https://api.sofascore.app/api/v1/player/823984/image,technical,60
4819,823984,Lautaro Martínez,F,https://api.sofascore.app/api/v1/player/823984/image,tactical,69
4819,823984,Lautaro Martínez,F,https://api.sofascore.app/api/v1/player/823984/image,defending,35
4819,823984,Lautaro Martínez,F,https://api.sofascore.app/api/v1/player/823984/image,creativity,61
4819,974505,Enzo Fernández,M,https://api.sofascore.app/api/v1/player/974505/image,attacking,62
4819,974505,Enzo Fernández,M,https://api.sofascore.app/api/v1/player/974505/image,technical,63
4819,974505,Enzo Fernández,M,https://api.sofascore.app/api/v1/player/974505/image,tactical,63
4819,974505,Enzo Fernández,M,https://api.sofascore.app/api/v1/player/974505/image,defending,48
4819,974505,Enzo Fernández,M,https://api.sofascore.app/api/v1/player/974505/image,creativity,73
4819,831799,Nahuel Molina,D,https://api.sofascore.app/api/v1/player/831799/image,attacking,50
4819,831799,Nahuel Molina,D,https://api.sofascore.app/api/v1/player/831799/image,technical,52
4819,831799,Nahuel Molina,D,https://api.sofascore.app/api/v1/player/831799/image,tactical,35
4819,831799,Nahuel Molina,D,https://api.sofascore.app/api/v1/player/831799/image,defending,56
4819,831799,Nahuel Molina,D,https://api.sofascore.app/api/v1/player/831799/image,creativity,57
4819,798835,Giovani Lo Celso,M,https://api.sofascore.app/api/v1/player/798835/image,attacking,64
4819,798835,Giovani Lo Celso,M,https://api.sofascore.app/api/v1/player/798835/image,technical,68
4819,798835,Giovani Lo Celso,M,https://api.sofascore.app/api/v1/player/798835/image,tactical,62
4819,798835,Giovani Lo Celso,M,https://api.sofascore.app/api/v1/player/798835/image,defending,51
4819,798835,Giovani Lo Celso,M,https://api.sofascore.app/api/v1/player/798835/image,creativity,70
4819,578560,Marcos Acuña,D,https://api.sofascore.app/api/v1/player/578560/image,attacking,54
4819,578560,Marcos Acuña,D,https://api.sofascore.app/api/v1/player/578560/image,technical,57
4819,578560,Marcos Acuña,D,https://api.sofascore.app/api/v1/player/578560/image,tactical,51
4819,578560,Marcos Acuña,D,https://api.sofascore.app/api/v1/player/578560/image,defending,59
4819,578560,Marcos Acuña,D,https://api.sofascore.app/api/v1/player/578560/image,creativity,67
4819,822933,Gonzalo Montiel,D,https://api.sofascore.app/api/v1/player/822933/image,attacking,43
4819,822933,Gonzalo Montiel,D,https://api.sofascore.app/api/v1/player/822933/image,technical,42
4819,822933,Gonzalo Montiel,D,https://api.sofascore.app/api/v1/player/822933/image,tactical,34
4819,822933,Gonzalo Montiel,D,https://api.sofascore.app/api/v1/player/822933/image,defending,56
4819,822933,Gonzalo Montiel,D,https://api.sofascore.app/api/v1/player/822933/image,creativity,54
4819,74915,Nicolás Otamendi,D,https://api.sofascore.app/api/v1/player/74915/image,attacking,39
4819,74915,Nicolás Otamendi,D,https://api.sofascore.app/api/v1/player/74915/image,technical,49
4819,74915,Nicolás Otamendi,D,https://api.sofascore.app/api/v1/player/74915/image,tactical,69
4819,74915,Nicolás Otamendi,D,https://api.sofascore.app/api/v1/player/74915/image,defending,77
4819,74915,Nicolás Otamendi,D,https://api.sofascore.app/api/v1/player/74915/image,creativity,46
4790,849339,Sergio Peña,M,https://api.sofascore.app/api/v1/player/849339/image,attacking,53
4790,849339,Sergio Peña,M,https://api.sofascore.app/api/v1/player/849339/image,technical,58
4790,849339,Sergio Peña,M,https://api.sofascore.app/api/v1/player/849339/image,tactical,58
4790,849339,Sergio Peña,M,https://api.sofascore.app/api/v1/player/849339/image,defending,55
4790,849339,Sergio Peña,M,https://api.sofascore.app/api/v1/player/849339/image,creativity,60
4790,338,Paolo Guerrero,F,https://api.sofascore.app/api/v1/player/338/image,attacking,64
4790,338,Paolo Guerrero,F,https://api.sofascore.app/api/v1/player/338/image,technical,50
4790,338,Paolo Guerrero,F,https://api.sofascore.app/api/v1/player/338/image,tactical,41
4790,338,Paolo Guerrero,F,https://api.sofascore.app/api/v1/player/338/image,defending,28
4790,338,Paolo Guerrero,F,https://api.sofascore.app/api/v1/player/338/image,creativity,48
4790,1109859,Piero Quispe,M,https://api.sofascore.app/api/v1/player/1109859/image,attacking,55
4790,1109859,Piero Quispe,M,https://api.sofascore.app/api/v1/player/1109859/image,technical,57
4790,1109859,Piero Quispe,M,https://api.sofascore.app/api/v1/player/1109859/image,tactical,43
4790,1109859,Piero Quispe,M,https://api.sofascore.app/api/v1/player/1109859/image,defending,44
4790,1109859,Piero Quispe,M,https://api.sofascore.app/api/v1/player/1109859/image,creativity,56
4790,34006,Pedro Gallese,G,https://api.sofascore.app/api/v1/player/34006/image,tactical,45
4790,31611,Carlos Zambrano,D,https://api.sofascore.app/api/v1/player/31611/image,attacking,34
4790,31611,Carlos Zambrano,D,https://api.sofascore.app/api/v1/player/31611/image,technical,42
4790,31611,Carlos Zambrano,D,https://api.sofascore.app/api/v1/player/31611/image,tactical,56
4790,31611,Carlos Zambrano,D,https://api.sofascore.app/api/v1/player/31611/image,defending,68
4790,31611,Carlos Zambrano,D,https://api.sofascore.app/api/v1/player/31611/image,creativity,37
4790,331575,Alexander Callens,D,https://api.sofascore.app/api/v1/player/331575/image,attacking,35
4790,331575,Alexander Callens,D,https://api.sofascore.app/api/v1/player/331575/image,technical,43
4790,331575,Alexander Callens,D,https://api.sofascore.app/api/v1/player/331575/image,tactical,54
4790,331575,Alexander Callens,D,https://api.sofascore.app/api/v1/player/331575/image,defending,72
4790,331575,Alexander Callens,D,https://api.sofascore.app/api/v1/player/331575/image,creativity,36
4790,176139,Edison Flores,F,https://api.sofascore.app/api/v1/player/176139/image,attacking,60
4790,176139,Edison Flores,F,https://api.sofascore.app/api/v1/player/176139/image,technical,55
4790,176139,Edison Flores,F,https://api.sofascore.app/api/v1/player/176139/image,tactical,50
4790,176139,Edison Flores,F,https://api.sofascore.app/api/v1/player/176139/image,defending,44
4790,176139,Edison Flores,F,https://api.sofascore.app/api/v1/player/176139/image,creativity,48
4790,378808,Wilder Cartagena,M,https://api.sofascore.app/api/v1/player/378808/image,attacking,46
4790,378808,Wilder Cartagena,M,https://api.sofascore.app/api/v1/player/378808/image,technical,49
4790,378808,Wilder Cartagena,M,https://api.sofascore.app/api/v1/player/378808/image,tactical,51
4790,378808,Wilder Cartagena,M,https://api.sofascore.app/api/v1/player/378808/image,defending,56
4790,378808,Wilder Cartagena,M,https://api.sofascore.app/api/v1/player/378808/image,creativity,47
4790,176159,Andy Polo,M,https://api.sofascore.app/api/v1/player/176159/image,attacking,55
4790,176159,Andy Polo,M,https://api.sofascore.app/api/v1/player/176159/image,technical,53
4790,176159,Andy Polo,M,https://api.sofascore.app/api/v1/player/176159/image,tactical,48
4790,176159,Andy Polo,M,https://api.sofascore.app/api/v1/player/176159/image,defending,54
4790,176159,Andy Polo,M,https://api.sofascore.app/api/v1/player/176159/image,creativity,60
4790,147368,Gianluca Lapadula,F,https://api.sofascore.app/api/v1/player/147368/image,attacking,67
4790,147368,Gianluca Lapadula,F,https://api.sofascore.app/api/v1/player/147368/image,technical,52
4790,147368,Gianluca Lapadula,F,https://api.sofascore.app/api/v1/player/147368/image,tactical,48
4790,147368,Gianluca Lapadula,F,https://api.sofascore.app/api/v1/player/147368/image,defending,32
4790,147368,Gianluca Lapadula,F,https://api.sofascore.app/api/v1/player/147368/image,creativity,44
4790,47447,Christian Cueva,M,https://api.sofascore.app/api/v1/player/47447/image,attacking,51
4790,47447,Christian Cueva,M,https://api.sofascore.app/api/v1/player/47447/image,technical,49
4790,47447,Christian Cueva,M,https://api.sofascore.app/api/v1/player/47447/image,tactical,33
4790,47447,Christian Cueva,M,https://api.sofascore.app/api/v1/player/47447/image,defending,37
4790,47447,Christian Cueva,M,https://api.sofascore.app/api/v1/player/47447/image,creativity,54
4790,1018072,Joao Grimaldo,F,https://api.sofascore.app/api/v1/player/1018072/image,attacking,60
4790,1018072,Joao Grimaldo,F,https://api.sofascore.app/api/v1/player/1018072/image,technical,53
4790,1018072,Joao Grimaldo,F,https://api.sofascore.app/api/v1/player/1018072/image,tactical,45
4790,1018072,Joao Grimaldo,F,https://api.sofascore.app/api/v1/player/1018072/image,defending,39
4790,1018072,Joao Grimaldo,F,https://api.sofascore.app/api/v1/player/1018072/image,creativity,50
4790,370226,Miguel Araujo,D,https://api.sofascore.app/api/v1/player/370226/image,attacking,35
4790,370226,Miguel Araujo,D,https://api.sofascore.app/api/v1/player/370226/image,technical,44
4790,370226,Miguel Araujo,D,https://api.sofascore.app/api/v1/player/370226/image,tactical,60
4790,370226,Miguel Araujo,D,https://api.sofascore.app/api/v1/player/370226/image,defending,74
4790,370226,Miguel Araujo,D,https://api.sofascore.app/api/v1/player/370226/image,creativity,39
4790,790031,Luis Abram,D,https://api.sofascore.app/api/v1/player/790031/image,attacking,31
4790,790031,Luis Abram,D,https://api.sofascore.app/api/v1/player/790031/image,technical,43
4790,790031,Luis Abram,D,https://api.sofascore.app/api/v1/player/790031/image,tactical,43
4790,790031,Luis Abram,D,https://api.sofascore.app/api/v1/player/790031/image,defending,56
4790,790031,Luis Abram,D,https://api.sofascore.app/api/v1/player/790031/image,creativity,36
4790,248437,Anderson Santamaría,D,https://api.sofascore.app/api/v1/player/248437/image,attacking,37
4790,248437,Anderson Santamaría,D,https://api.sofascore.app/api/v1/player/248437/image,technical,48
4790,248437,Anderson Santamaría,D,https://api.sofascore.app/api/v1/player/248437/image,tactical,62
4790,248437,Anderson Santamaría,D,https://api.sofascore.app/api/v1/player/248437/image,defending,73
4790,248437,Anderson Santamaría,D,https://api.sofascore.app/api/v1/player/248437/image,creativity,44
4790,883745,Marcos López,D,https://api.sofascore.app/api/v1/player/883745/image,attacking,38
4790,883745,Marcos López,D,https://api.sofascore.app/api/v1/player/883745/image,technical,41
4790,883745,Marcos López,D,https://api.sofascore.app/api/v1/player/883745/image,tactical,43
4790,883745,Marcos López,D,https://api.sofascore.app/api/v1/player/883745/image,defending,61
4790,883745,Marcos López,D,https://api.sofascore.app/api/v1/player/883745/image,creativity,44
4790,1008456,Oliver Sonne,D,https://api.sofascore.app/api/v1/player/1008456/image,attacking,42
4790,1008456,Oliver Sonne,D,https://api.sofascore.app/api/v1/player/1008456/image,technical,47
4790,1008456,Oliver Sonne,D,https://api.sofascore.app/api/v1/player/1008456/image,tactical,39
4790,1008456,Oliver Sonne,D,https://api.sofascore.app/api/v1/player/1008456/image,defending,60
4790,1008456,Oliver Sonne,D,https://api.sofascore.app/api/v1/player/1008456/image,creativity,48
4790,149850,Luis Advíncula,D,https://api.sofascore.app/api/v1/player/149850/image,attacking,44
4790,149850,Luis Advíncula,D,https://api.sofascore.app/api/v1/player/149850/image,technical,50
4790,149850,Luis Advíncula,D,https://api.sofascore.app/api/v1/player/149850/image,tactical,51
4790,149850,Luis Advíncula,D,https://api.sofascore.app/api/v1/player/149850/image,defending,61
4790,149850,Luis Advíncula,D,https://api.sofascore.app/api/v1/player/149850/image,creativity,50
4790,883747,Bryan Reyna,M,https://api.sofascore.app/api/v1/player/883747/image,attacking,55
4790,883747,Bryan Reyna,M,https://api.sofascore.app/api/v1/player/883747/image,technical,58
4790,883747,Bryan Reyna,M,https://api.sofascore.app/api/v1/player/883747/image,tactical,36
4790,883747,Bryan Reyna,M,https://api.sofascore.app/api/v1/player/883747/image,defending,37
4790,883747,Bryan Reyna,M,https://api.sofascore.app/api/v1/player/883747/image,creativity,49
4754,221566,Igor Lichnovsky,D,https://api.sofascore.app/api/v1/player/221566/image,attacking,36
4754,221566,Igor Lichnovsky,D,https://api.sofascore.app/api/v1/player/221566/image,technical,45
4754,221566,Igor Lichnovsky,D,https://api.sofascore.app/api/v1/player/221566/image,tactical,65
4754,221566,Igor Lichnovsky,D,https://api.sofascore.app/api/v1/player/221566/image,defending,77
4754,221566,Igor Lichnovsky,D,https://api.sofascore.app/api/v1/player/221566/image,creativity,39
4754,32891,Mauricio Isla,D,https://api.sofascore.app/api/v1/player/32891/image,attacking,43
4754,32891,Mauricio Isla,D,https://api.sofascore.app/api/v1/player/32891/image,technical,52
4754,32891,Mauricio Isla,D,https://api.sofascore.app/api/v1/player/32891/image,tactical,47
4754,32891,Mauricio Isla,D,https://api.sofascore.app/api/v1/player/32891/image,defending,62
4754,32891,Mauricio Isla,D,https://api.sofascore.app/api/v1/player/32891/image,creativity,53
4754,790004,Paulo Díaz,D,https://api.sofascore.app/api/v1/player/790004/image,attacking,36
4754,790004,Paulo Díaz,D,https://api.sofascore.app/api/v1/player/790004/image,technical,48
4754,790004,Paulo Díaz,D,https://api.sofascore.app/api/v1/player/790004/image,tactical,62
4754,790004,Paulo Díaz,D,https://api.sofascore.app/api/v1/player/790004/image,defending,74
4754,790004,Paulo Díaz,D,https://api.sofascore.app/api/v1/player/790004/image,creativity,45
4754,590262,Erick Pulgar,M,https://api.sofascore.app/api/v1/player/590262/image,attacking,49
4754,590262,Erick Pulgar,M,https://api.sofascore.app/api/v1/player/590262/image,technical,48
4754,590262,Erick Pulgar,M,https://api.sofascore.app/api/v1/player/590262/image,tactical,54
4754,590262,Erick Pulgar,M,https://api.sofascore.app/api/v1/player/590262/image,defending,57
4754,590262,Erick Pulgar,M,https://api.sofascore.app/api/v1/player/590262/image,creativity,52
4754,1014801,Marcelino Núñez,M,https://api.sofascore.app/api/v1/player/1014801/image,attacking,55
4754,1014801,Marcelino Núñez,M,https://api.sofascore.app/api/v1/player/1014801/image,technical,56
4754,1014801,Marcelino Núñez,M,https://api.sofascore.app/api/v1/player/1014801/image,tactical,44
4754,1014801,Marcelino Núñez,M,https://api.sofascore.app/api/v1/player/1014801/image,defending,44
4754,1014801,Marcelino Núñez,M,https://api.sofascore.app/api/v1/player/1014801/image,creativity,57
4754,818986,Gabriel Suazo,D,https://api.sofascore.app/api/v1/player/818986/image,attacking,47
4754,818986,Gabriel Suazo,D,https://api.sofascore.app/api/v1/player/818986/image,technical,57
4754,818986,Gabriel Suazo,D,https://api.sofascore.app/api/v1/player/818986/image,tactical,49
4754,818986,Gabriel Suazo,D,https://api.sofascore.app/api/v1/player/818986/image,defending,55
4754,818986,Gabriel Suazo,D,https://api.sofascore.app/api/v1/player/818986/image,creativity,59
4754,588782,Victor Dávila,F,https://api.sofascore.app/api/v1/player/588782/image,attacking,70
4754,588782,Victor Dávila,F,https://api.sofascore.app/api/v1/player/588782/image,technical,63
4754,588782,Victor Dávila,F,https://api.sofascore.app/api/v1/player/588782/image,tactical,53
4754,588782,Victor Dávila,F,https://api.sofascore.app/api/v1/player/588782/image,defending,36
4754,588782,Victor Dávila,F,https://api.sofascore.app/api/v1/player/588782/image,creativity,63
4754,339265,Rodrigo Echeverría,M,https://api.sofascore.app/api/v1/player/339265/image,attacking,44
4754,339265,Rodrigo Echeverría,M,https://api.sofascore.app/api/v1/player/339265/image,technical,46
4754,339265,Rodrigo Echeverría,M,https://api.sofascore.app/api/v1/player/339265/image,tactical,52
4754,339265,Rodrigo Echeverría,M,https://api.sofascore.app/api/v1/player/339265/image,defending,63
4754,339265,Rodrigo Echeverría,M,https://api.sofascore.app/api/v1/player/339265/image,creativity,46
4754,37006,Eduardo Vargas,F,https://api.sofascore.app/api/v1/player/37006/image,attacking,61
4754,37006,Eduardo Vargas,F,https://api.sofascore.app/api/v1/player/37006/image,technical,51
4754,37006,Eduardo Vargas,F,https://api.sofascore.app/api/v1/player/37006/image,tactical,47
4754,37006,Eduardo Vargas,F,https://api.sofascore.app/api/v1/player/37006/image,defending,34
4754,37006,Eduardo Vargas,F,https://api.sofascore.app/api/v1/player/37006/image,creativity,48
4754,333421,Diego Valdés,M,https://api.sofascore.app/api/v1/player/333421/image,attacking,68
4754,333421,Diego Valdés,M,https://api.sofascore.app/api/v1/player/333421/image,technical,63
4754,333421,Diego Valdés,M,https://api.sofascore.app/api/v1/player/333421/image,tactical,58
4754,333421,Diego Valdés,M,https://api.sofascore.app/api/v1/player/333421/image,defending,36
4754,333421,Diego Valdés,M,https://api.sofascore.app/api/v1/player/333421/image,creativity,70
4754,34120,Alexis Sánchez,F,https://api.sofascore.app/api/v1/player/34120/image,attacking,74
4754,34120,Alexis Sánchez,F,https://api.sofascore.app/api/v1/player/34120/image,technical,65
4754,34120,Alexis Sánchez,F,https://api.sofascore.app/api/v1/player/34120/image,tactical,50
4754,34120,Alexis Sánchez,F,https://api.sofascore.app/api/v1/player/34120/image,defending,29
4754,34120,Alexis Sánchez,F,https://api.sofascore.app/api/v1/player/34120/image,creativity,66
4754,867583,Ben Brereton Díaz,F,https://api.sofascore.app/api/v1/player/867583/image,attacking,64
4754,867583,Ben Brereton Díaz,F,https://api.sofascore.app/api/v1/player/867583/image,technical,52
4754,867583,Ben Brereton Díaz,F,https://api.sofascore.app/api/v1/player/867583/image,tactical,37
4754,867583,Ben Brereton Díaz,F,https://api.sofascore.app/api/v1/player/867583/image,defending,26
4754,867583,Ben Brereton Díaz,F,https://api.sofascore.app/api/v1/player/867583/image,creativity,51
4754,819081,Marcos Bolados,F,https://api.sofascore.app/api/v1/player/819081/image,attacking,62
4754,819081,Marcos Bolados,F,https://api.sofascore.app/api/v1/player/819081/image,technical,58
4754,819081,Marcos Bolados,F,https://api.sofascore.app/api/v1/player/819081/image,tactical,44
4754,819081,Marcos Bolados,F,https://api.sofascore.app/api/v1/player/819081/image,defending,38
4754,819081,Marcos Bolados,F,https://api.sofascore.app/api/v1/player/819081/image,creativity,53
4754,889500,Nicolás Fernández,D,https://api.sofascore.app/api/v1/player/889500/image,attacking,45
4754,889500,Nicolás Fernández,D,https://api.sofascore.app/api/v1/player/889500/image,technical,51
4754,889500,Nicolás Fernández,D,https://api.sofascore.app/api/v1/player/889500/image,tactical,42
4754,889500,Nicolás Fernández,D,https://api.sofascore.app/api/v1/player/889500/image,defending,56
4754,889500,Nicolás Fernández,D,https://api.sofascore.app/api/v1/player/889500/image,creativity,49
4754,1106824,Darío Osorio,M,https://api.sofascore.app/api/v1/player/1106824/image,attacking,59
4754,1106824,Darío Osorio,M,https://api.sofascore.app/api/v1/player/1106824/image,technical,59
4754,1106824,Darío Osorio,M,https://api.sofascore.app/api/v1/player/1106824/image,tactical,42
4754,1106824,Darío Osorio,M,https://api.sofascore.app/api/v1/player/1106824/image,defending,39
4754,1106824,Darío Osorio,M,https://api.sofascore.app/api/v1/player/1106824/image,creativity,54
4752,155736,Maxime Crépeau,G,https://api.sofascore.app/api/v1/player/155736/image,tactical,49
4752,801411,Derek Cornelius,D,https://api.sofascore.app/api/v1/player/801411/image,attacking,36
4752,801411,Derek Cornelius,D,https://api.sofascore.app/api/v1/player/801411/image,technical,45
4752,801411,Derek Cornelius,D,https://api.sofascore.app/api/v1/player/801411/image,tactical,57
4752,801411,Derek Cornelius,D,https://api.sofascore.app/api/v1/player/801411/image,defending,74
4752,801411,Derek Cornelius,D,https://api.sofascore.app/api/v1/player/801411/image,creativity,37
4752,1469180,Moise Bombito,D,https://api.sofascore.app/api/v1/player/1469180/image,attacking,37
4752,1469180,Moise Bombito,D,https://api.sofascore.app/api/v1/player/1469180/image,technical,44
4752,1469180,Moise Bombito,D,https://api.sofascore.app/api/v1/player/1469180/image,tactical,56
4752,1469180,Moise Bombito,D,https://api.sofascore.app/api/v1/player/1469180/image,defending,64
4752,1469180,Moise Bombito,D,https://api.sofascore.app/api/v1/player/1469180/image,creativity,41
4752,976313,Jacob Shaffelburg,F,https://api.sofascore.app/api/v1/player/976313/image,attacking,58
4752,976313,Jacob Shaffelburg,F,https://api.sofascore.app/api/v1/player/976313/image,technical,55
4752,976313,Jacob Shaffelburg,F,https://api.sofascore.app/api/v1/player/976313/image,tactical,36
4752,976313,Jacob Shaffelburg,F,https://api.sofascore.app/api/v1/player/976313/image,defending,40
4752,976313,Jacob Shaffelburg,F,https://api.sofascore.app/api/v1/player/976313/image,creativity,53
4752,935564,Jonathan David,F,https://api.sofascore.app/api/v1/player/935564/image,attacking,75
4752,935564,Jonathan David,F,https://api.sofascore.app/api/v1/player/935564/image,technical,59
4752,935564,Jonathan David,F,https://api.sofascore.app/api/v1/player/935564/image,tactical,54
4752,935564,Jonathan David,F,https://api.sofascore.app/api/v1/player/935564/image,defending,28
4752,935564,Jonathan David,F,https://api.sofascore.app/api/v1/player/935564/image,creativity,56
4752,886223,Stephen Eustaquio,M,https://api.sofascore.app/api/v1/player/886223/image,attacking,59
4752,886223,Stephen Eustaquio,M,https://api.sofascore.app/api/v1/player/886223/image,technical,59
4752,886223,Stephen Eustaquio,M,https://api.sofascore.app/api/v1/player/886223/image,tactical,56
4752,886223,Stephen Eustaquio,M,https://api.sofascore.app/api/v1/player/886223/image,defending,57
4752,886223,Stephen Eustaquio,M,https://api.sofascore.app/api/v1/player/886223/image,creativity,62
4752,984419,Alistair Johnston,D,https://api.sofascore.app/api/v1/player/984419/image,attacking,43
4752,984419,Alistair Johnston,D,https://api.sofascore.app/api/v1/player/984419/image,technical,52
4752,984419,Alistair Johnston,D,https://api.sofascore.app/api/v1/player/984419/image,tactical,48
4752,984419,Alistair Johnston,D,https://api.sofascore.app/api/v1/player/984419/image,defending,63
4752,984419,Alistair Johnston,D,https://api.sofascore.app/api/v1/player/984419/image,creativity,52
4752,843665,Alphonso Davies,D,https://api.sofascore.app/api/v1/player/843665/image,attacking,53
4752,843665,Alphonso Davies,D,https://api.sofascore.app/api/v1/player/843665/image,technical,70
4752,843665,Alphonso Davies,D,https://api.sofascore.app/api/v1/player/843665/image,tactical,40
4752,843665,Alphonso Davies,D,https://api.sofascore.app/api/v1/player/843665/image,defending,51
4752,843665,Alphonso Davies,D,https://api.sofascore.app/api/v1/player/843665/image,creativity,65
4752,934841,Kamal Miller,D,https://api.sofascore.app/api/v1/player/934841/image,attacking,35
4752,934841,Kamal Miller,D,https://api.sofascore.app/api/v1/player/934841/image,technical,52
4752,934841,Kamal Miller,D,https://api.sofascore.app/api/v1/player/934841/image,tactical,49
4752,934841,Kamal Miller,D,https://api.sofascore.app/api/v1/player/934841/image,defending,59
4752,934841,Kamal Miller,D,https://api.sofascore.app/api/v1/player/934841/image,creativity,43
4752,973290,Tajon Buchanan,D,https://api.sofascore.app/api/v1/player/973290/image,attacking,51
4752,973290,Tajon Buchanan,D,https://api.sofascore.app/api/v1/player/973290/image,technical,40
4752,973290,Tajon Buchanan,D,https://api.sofascore.app/api/v1/player/973290/image,tactical,34
4752,973290,Tajon Buchanan,D,https://api.sofascore.app/api/v1/player/973290/image,defending,40
4752,973290,Tajon Buchanan,D,https://api.sofascore.app/api/v1/player/973290/image,creativity,51
4752,1134351,Ismael Koné,M,https://api.sofascore.app/api/v1/player/1134351/image,attacking,51
4752,1134351,Ismael Koné,M,https://api.sofascore.app/api/v1/player/1134351/image,technical,57
4752,1134351,Ismael Koné,M,https://api.sofascore.app/api/v1/player/1134351/image,tactical,43
4752,1134351,Ismael Koné,M,https://api.sofascore.app/api/v1/player/1134351/image,defending,42
